,DATE,EQUIPE1,EQUIPE2,SCORE1,SCORE2
9068,2015-04-28,Spurs,Clippers,111,107
9069,2015-04-29,Nets,Hawks,97,107
9070,2015-04-29,Trail Blazers,Grizzlies,93,99
9071,2015-04-30,Bulls,Bucks,120,66
9072,2015-04-30,Clippers,Spurs,102,96
9073,2015-05-01,Hawks,Nets,111,87
9074,2015-05-02,Spurs,Clippers,109,111
9075,2015-05-03,Wizards,Hawks,104,98
9076,2015-05-03,Grizzlies,Warriors,86,101
9077,2015-05-04,Bulls,Cavaliers,99,92
9078,2015-05-04,Clippers,Rockets,117,101
9079,2015-05-05,Wizards,Hawks,90,106
9080,2015-05-05,Grizzlies,Warriors,97,90
9081,2015-05-06,Bulls,Cavaliers,91,106
9082,2015-05-06,Clippers,Rockets,109,115
9083,2015-05-08,Cavaliers,Bulls,96,99
9084,2015-05-08,Rockets,Clippers,99,124
9085,2015-05-09,Hawks,Wizards,101,103
9086,2015-05-09,Warriors,Grizzlies,89,99
9087,2015-05-10,Cavaliers,Bulls,86,84
9088,2015-05-10,Rockets,Clippers,95,128
9089,2015-05-11,Hawks,Wizards,106,101
9090,2015-05-11,Warriors,Grizzlies,101,84
9091,2015-05-12,Bulls,Cavaliers,101,106
9092,2015-05-12,Clippers,Rockets,103,124
9093,2015-05-13,Wizards,Hawks,81,82
9094,2015-05-13,Grizzlies,Warriors,78,98
9095,2015-05-14,Cavaliers,Bulls,94,73
9096,2015-05-14,Rockets,Clippers,119,107
9097,2015-05-15,Hawks,Wizards,94,91
9098,2015-05-15,Warriors,Grizzlies,108,95
9099,2015-05-17,Clippers,Rockets,100,113
9100,2015-05-19,Rockets,Warriors,106,110
9101,2015-05-20,Cavaliers,Hawks,97,89
9102,2015-05-21,Rockets,Warriors,98,99
9103,2015-05-22,Cavaliers,Hawks,94,82
9104,2015-05-23,Warriors,Rockets,115,80
9105,2015-05-24,Hawks,Cavaliers,111,114
9106,2015-05-25,Warriors,Rockets,115,128
9107,2015-05-26,Hawks,Cavaliers,88,118
9108,2015-05-27,Rockets,Warriors,90,104
9109,2015-06-04,Cavaliers,Warriors,100,108
9110,2015-06-07,Cavaliers,Warriors,95,93
9111,2015-06-09,Warriors,Cavaliers,91,96
9112,2015-06-11,Warriors,Cavaliers,103,82
9113,2015-06-14,Cavaliers,Warriors,91,104
9114,2015-06-16,Warriors,Cavaliers,105,97
9115,2015-10-02,Nuggets,Clippers,96,103
9116,2015-10-03,Hornets,Magic,106,100
9117,2015-10-03,Pelicans,Pacers,110,105
9118,2015-10-04,Hornets,Heat,90,77
9119,2015-10-04,Clippers,Raptors,73,93
9120,2015-10-04,Jazz,Lakers,90,71
9121,2015-10-05,Fenerbahce Sports Club,Nets,101,96
9122,2015-10-05,Kings,Trail Blazers,109,105
9123,2015-10-05,Raptors,Warriors,87,95
9124,2015-10-06,Celtics,Olimpia Milano,124,91
9125,2015-10-06,76ers,Wizards,95,129
9126,2015-10-06,Pacers,Pistons,115,112
9127,2015-10-06,Bucks,Bulls,95,105
9128,2015-10-06,Rockets,Grizzlies,89,92
9129,2015-10-06,Nuggets,Mavericks,96,86
9130,2015-10-06,Jazz,Lakers,117,114
9131,2015-10-07,Hawks,Cavaliers,98,96
9132,2015-10-07,Paschoalotto/Bauru,Knicks,81,100
9133,2015-10-07,Magic,Heat,100,97
9134,2015-10-07,Thunder,Timberwolves,122,99
9135,2015-10-07,Mavericks,Rockets,82,109
9136,2015-10-07,Kings,Suns,98,102
9137,2015-10-08,Celtics,Real Madrid,111,96
9138,2015-10-08,Cavaliers,76ers,114,115
9139,2015-10-08,Magic,Pacers,92,97
9140,2015-10-08,Nets,Pistons,93,83
9141,2015-10-08,Maccabi Haifa,Grizzlies,84,97
9142,2015-10-08,Bulls,Nuggets,94,112
9143,2015-10-08,Warriors,Trail Blazers,101,118
9144,2015-10-08,Spurs,Kings,92,95
9145,2015-10-08,Raptors,Lakers,105,97
9146,2015-10-09,Knicks,Wizards,115,104
9147,2015-10-09,Hawks,Pelicans,103,93
9148,2015-10-09,Fenerbahce Sports Club,Thunder,81,111
9149,2015-10-09,Jazz,Suns,85,101
9150,2015-10-10,Nets,76ers,95,97
9151,2015-10-10,Bulls,Timberwolves,114,105
9152,2015-10-10,Pistons,Bucks,117,88
9153,2015-10-10,Trail Blazers,Kings,90,94
9154,2015-10-10,Clippers,Hornets,94,106
9155,2015-10-11,Paschoalotto/Bauru,Wizards,100,134
9156,2015-10-11,Magic,Rockets,123,119
9157,2015-10-11,Maccabi Haifa,Lakers,83,126
9158,2015-10-12,Grizzlies,Cavaliers,91,81
9159,2015-10-12,76ers,Knicks,88,94
9160,2015-10-12,Timberwolves,Raptors,105,112
9161,2015-10-12,Spurs,Heat,94,97
9162,2015-10-12,Pelicans,Bulls,123,115
9163,2015-10-12,Trail Blazers,Jazz,88,81
9164,2015-10-13,Heat,Magic,92,95
9165,2015-10-13,Bucks,Cavaliers,110,101
9166,2015-10-13,Pistons,Pacers,97,101
9167,2015-10-13,Mavericks,Thunder,88,100
9168,2015-10-13,Rockets,Suns,135,129
9169,2015-10-13,Kings,Lakers,107,100
9170,2015-10-13,Nuggets,Warriors,114,103
9171,2015-10-14,Hornets,Clippers,113,71
9172,2015-10-14,Raptors,Timberwolves,87,89
9173,2015-10-14,Celtics,Nets,109,105
9174,2015-10-14,Pistons,Bulls,114,91
9175,2015-10-14,Spurs,Hawks,86,100
9176,2015-10-15,Pacers,Cavaliers,107,85
9177,2015-10-15,Rockets,Warriors,101,123
9178,2015-10-16,Wizards,76ers,127,118
9179,2015-10-16,Celtics,Knicks,95,101
9180,2015-10-16,Thunder,Grizzlies,78,94
9181,2015-10-16,Hawks,Mavericks,91,84
9182,2015-10-16,Suns,Nuggets,81,106
9183,2015-10-17,Magic,Flamengo,90,73
9184,2015-10-17,Knicks,Hornets,93,97
9185,2015-10-17,Kings,Pelicans,107,98
9186,2015-10-17,Heat,Rockets,105,100
9187,2015-10-17,Wizards,Bucks,105,101
9188,2015-10-17,Warriors,Lakers,70,85
9189,2015-10-18,76ers,Nets,91,92
9190,2015-10-18,Pistons,Spurs,92,96
9191,2015-10-18,Timberwolves,Grizzlies,68,90
9192,2015-10-18,Cavaliers,Raptors,81,87
9193,2015-10-18,Nuggets,Thunder,98,111
9194,2015-10-18,Heat,Hawks,101,92
9195,2015-10-18,Jazz,Trail Blazers,111,116
9196,2015-10-19,Bulls,Hornets,86,94
9197,2015-10-19,Mavericks,Cavaliers,97,103
9198,2015-10-19,Nets,Celtics,105,111
9199,2015-10-19,Pelicans,Rockets,100,120
9200,2015-10-19,Trail Blazers,Lakers,102,104
9201,2015-10-20,Pacers,Bulls,94,103
9202,2015-10-20,Timberwolves,Bucks,88,106
9203,2015-10-20,Suns,Spurs,104,84
9204,2015-10-20,Thunder,Jazz,113,102
9205,2015-10-20,Warriors,Clippers,95,130
9206,2015-10-21,Pelicans,Magic,107,110
9207,2015-10-21,Hornets,Pistons,99,94
9208,2015-10-21,Grizzlies,Hawks,82,81
9209,2015-10-21,Wizards,Heat,105,110
9210,2015-10-21,Suns,Mavericks,99,87
9211,2015-10-22,Hornets,Pacers,86,98
9212,2015-10-22,Knicks,Celtics,85,99
9213,2015-10-22,Nuggets,Jazz,78,98
9214,2015-10-22,Warriors,Lakers,136,97
9215,2015-10-22,Trail Blazers,Clippers,109,115
9216,2015-10-23,Grizzlies,Magic,76,86
9217,2015-10-23,76ers,Celtics,65,81
9218,2015-10-23,Wizards,Raptors,82,92
9219,2015-10-23,Hawks,Pistons,87,115
9220,2015-10-23,Mavericks,Bulls,102,103
9221,2015-10-23,Heat,Pelicans,90,93
9222,2015-10-23,Bucks,Timberwolves,108,112
9223,2015-10-23,Rockets,Spurs,86,111
9224,2015-10-27,Pistons,Hawks,106,94
9225,2015-10-27,Cavaliers,Bulls,95,97
9226,2015-10-27,Pelicans,Warriors,95,111
9227,2015-10-28,Wizards,Magic,88,87
9228,2015-10-28,76ers,Celtics,95,112
9229,2015-10-28,Bulls,Nets,115,100
9230,2015-10-28,Jazz,Pistons,87,92
9231,2015-10-28,Hornets,Heat,94,104
9232,2015-10-28,Pacers,Raptors,99,106
9233,2015-10-28,Nuggets,Rockets,105,85
9234,2015-10-28,Cavaliers,Grizzlies,106,76
9235,2015-10-28,Knicks,Bucks,122,97
9236,2015-10-28,Spurs,Thunder,106,112
9237,2015-10-28,Mavericks,Suns,111,95
9238,2015-10-28,Pelicans,Trail Blazers,94,112
9239,2015-10-28,Clippers,Kings,111,104
9240,2015-10-28,Timberwolves,Lakers,112,111
9241,2015-10-29,Grizzlies,Pacers,112,103
9242,2015-10-29,Hawks,Knicks,112,101
9243,2015-10-29,Mavericks,Clippers,88,104
9244,2015-10-30,Heat,Cavaliers,92,102
9245,2015-10-30,Thunder,Magic,139,136
9246,2015-10-30,Jazz,76ers,99,71
9247,2015-10-30,Raptors,Celtics,113,103
9248,2015-10-30,Bulls,Pistons,94,98
9249,2015-10-30,Hornets,Hawks,94,97
9250,2015-10-30,Wizards,Bucks,118,113
9251,2015-10-30,Nets,Spurs,75,102
9252,2015-10-30,Timberwolves,Nuggets,95,78
9253,2015-10-30,Warriors,Rockets,112,92
9254,2015-10-30,Lakers,Kings,114,132
9255,2015-10-30,Trail Blazers,Suns,92,110
9256,2015-10-31,Jazz,Pacers,97,76
9257,2015-10-31,Knicks,Wizards,117,110
9258,2015-10-31,Warriors,Pelicans,134,120
9259,2015-10-31,Nets,Grizzlies,91,101
9260,2015-10-31,Suns,Trail Blazers,101,90
9261,2015-10-31,Kings,Clippers,109,114
9262,2015-11-01,Hawks,Hornets,94,92
9263,2015-11-01,Spurs,Celtics,95,87
9264,2015-11-01,Rockets,Heat,89,109
9265,2015-11-01,Bucks,Raptors,87,106
9266,2015-11-01,Magic,Bulls,87,92
9267,2015-11-01,Nuggets,Thunder,93,117
9268,2015-11-01,Mavericks,Lakers,103,93
9269,2015-11-02,Cavaliers,76ers,107,100
9270,2015-11-02,Bucks,Nets,103,96
9271,2015-11-02,Spurs,Knicks,94,84
9272,2015-11-02,Thunder,Rockets,105,110
9273,2015-11-02,Trail Blazers,Timberwolves,106,101
9274,2015-11-02,Grizzlies,Warriors,69,119
9275,2015-11-02,Suns,Clippers,96,102
9276,2015-11-03,Bulls,Hornets,105,130
9277,2015-11-03,Pacers,Pistons,94,82
9278,2015-11-03,Hawks,Heat,98,92
9279,2015-11-03,Magic,Pelicans,103,94
9280,2015-11-03,Raptors,Mavericks,102,91
9281,2015-11-03,Grizzlies,Kings,103,89
9282,2015-11-03,Nuggets,Lakers,120,109
9283,2015-11-04,Celtics,Pacers,98,100
9284,2015-11-04,Spurs,Wizards,99,102
9285,2015-11-04,Nets,Hawks,87,101
9286,2015-11-04,Knicks,Cavaliers,86,96
9287,2015-11-04,Magic,Rockets,114,119
9288,2015-11-04,76ers,Bucks,87,91
9289,2015-11-04,Raptors,Thunder,103,98
9290,2015-11-04,Kings,Suns,97,118
9291,2015-11-04,Trail Blazers,Jazz,108,92
9292,2015-11-04,Clippers,Warriors,108,112
9293,2015-11-05,Thunder,Bulls,98,104
9294,2015-11-05,Heat,Timberwolves,96,84
9295,2015-11-05,Hornets,Mavericks,108,94
9296,2015-11-05,Jazz,Nuggets,96,84
9297,2015-11-05,Grizzlies,Trail Blazers,96,115
9298,2015-11-06,Raptors,Magic,87,92
9299,2015-11-06,Wizards,Celtics,98,118
9300,2015-11-06,Lakers,Nets,104,98
9301,2015-11-06,76ers,Cavaliers,102,108
9302,2015-11-06,Bucks,Knicks,99,92
9303,2015-11-06,Heat,Pacers,87,90
9304,2015-11-06,Hawks,Pelicans,121,115
9305,2015-11-06,Pistons,Suns,100,92
9306,2015-11-06,Nuggets,Warriors,104,119
9307,2015-11-06,Rockets,Kings,116,110
9308,2015-11-07,Timberwolves,Bulls,102,93
9309,2015-11-07,Magic,76ers,105,97
9310,2015-11-07,Wizards,Hawks,99,114
9311,2015-11-07,Pelicans,Mavericks,98,107
9312,2015-11-07,Nets,Bucks,86,94
9313,2015-11-07,Hornets,Spurs,94,114
9314,2015-11-07,Grizzlies,Jazz,79,89
9315,2015-11-07,Warriors,Kings,103,94
9316,2015-11-07,Rockets,Clippers,109,105
9317,2015-11-08,Pacers,Cavaliers,97,101
9318,2015-11-08,Lakers,Knicks,95,99
9319,2015-11-08,Raptors,Heat,76,96
9320,2015-11-08,Suns,Thunder,103,124
9321,2015-11-08,Pistons,Trail Blazers,120,103
9322,2015-11-09,Magic,Pacers,84,97
9323,2015-11-09,Bulls,76ers,111,88
9324,2015-11-09,Timberwolves,Hawks,117,107
9325,2015-11-09,Trail Blazers,Nuggets,104,108
9326,2015-11-09,Spurs,Kings,106,88
9327,2015-11-09,Pistons,Warriors,95,109
9328,2015-11-09,Grizzlies,Clippers,92,94
9329,2015-11-10,Jazz,Cavaliers,114,118
9330,2015-11-10,Thunder,Wizards,125,101
9331,2015-11-10,Lakers,Heat,88,101
9332,2015-11-10,Knicks,Raptors,111,109
9333,2015-11-10,Celtics,Bucks,99,83
9334,2015-11-10,Hornets,Timberwolves,104,95
9335,2015-11-10,Mavericks,Pelicans,105,120
9336,2015-11-11,Knicks,Hornets,93,95
9337,2015-11-11,Lakers,Magic,99,101
9338,2015-11-11,Raptors,76ers,119,103
9339,2015-11-11,Pacers,Celtics,102,91
9340,2015-11-11,Pelicans,Hawks,98,106
9341,2015-11-11,Clippers,Mavericks,108,118
9342,2015-11-11,Nets,Rockets,106,98
9343,2015-11-11,Warriors,Grizzlies,100,84
9344,2015-11-11,Bucks,Nuggets,102,103
9345,2015-11-11,Pistons,Kings,92,101
9346,2015-11-11,Spurs,Trail Blazers,113,101
9347,2015-11-12,Jazz,Heat,91,92
9348,2015-11-12,Warriors,Timberwolves,129,116
9349,2015-11-12,Clippers,Suns,104,118
9350,2015-11-13,Timberwolves,Pacers,103,107
9351,2015-11-13,Jazz,Magic,93,102
9352,2015-11-13,Hawks,Celtics,93,106
9353,2015-11-13,Cavaliers,Knicks,90,84
9354,2015-11-13,Pelicans,Raptors,81,100
9355,2015-11-13,Hornets,Bulls,97,102
9356,2015-11-13,Trail Blazers,Grizzlies,100,101
9357,2015-11-13,76ers,Thunder,85,102
9358,2015-11-13,Lakers,Mavericks,82,90
9359,2015-11-13,Rockets,Nuggets,98,107
9360,2015-11-13,Nets,Kings,109,111
9361,2015-11-14,Pistons,Clippers,96,101
9362,2015-11-14,Magic,Wizards,99,108
9363,2015-11-14,Mavericks,Rockets,110,98
9364,2015-11-14,Cavaliers,Bucks,105,108
9365,2015-11-14,76ers,Spurs,83,92
9366,2015-11-14,Nuggets,Suns,81,105
9367,2015-11-14,Nets,Warriors,99,107
9368,2015-11-15,Pelicans,Knicks,87,95
9369,2015-11-15,Grizzlies,Timberwolves,114,106
9370,2015-11-15,Trail Blazers,Hornets,94,106
9371,2015-11-15,Jazz,Hawks,97,96
9372,2015-11-15,Celtics,Thunder,100,85
9373,2015-11-15,Raptors,Kings,101,107
9374,2015-11-15,Pistons,Lakers,85,97
9375,2015-11-16,Mavericks,76ers,92,86
9376,2015-11-16,Pacers,Bulls,95,96
9377,2015-11-16,Celtics,Rockets,111,95
9378,2015-11-16,Thunder,Grizzlies,114,122
9379,2015-11-16,Trail Blazers,Spurs,80,93
9380,2015-11-16,Lakers,Suns,101,120
9381,2015-11-17,Bucks,Wizards,86,115
9382,2015-11-17,Hawks,Nets,88,90
9383,2015-11-17,Cavaliers,Pistons,99,104
9384,2015-11-17,Timberwolves,Heat,103,91
9385,2015-11-17,Hornets,Knicks,94,102
9386,2015-11-17,Nuggets,Pelicans,115,98
9387,2015-11-17,Raptors,Warriors,110,115
9388,2015-11-18,Nets,Hornets,111,116
9389,2015-11-18,Timberwolves,Magic,101,104
9390,2015-11-18,Pacers,76ers,112,85
9391,2015-11-18,Mavericks,Celtics,106,102
9392,2015-11-18,Kings,Hawks,97,103
9393,2015-11-18,Trail Blazers,Rockets,103,108
9394,2015-11-18,Pelicans,Thunder,103,110
9395,2015-11-18,Nuggets,Spurs,98,109
9396,2015-11-18,Raptors,Jazz,89,93
9397,2015-11-18,Bulls,Suns,103,97
9398,2015-11-19,Kings,Heat,109,116
9399,2015-11-19,Bucks,Cavaliers,100,115
9400,2015-11-19,Warriors,Clippers,124,117
9401,2015-11-20,76ers,Hornets,88,113
9402,2015-11-20,Nets,Celtics,95,120
9403,2015-11-20,Rockets,Grizzlies,84,96
9404,2015-11-20,Pistons,Timberwolves,96,86
9405,2015-11-20,Spurs,Pelicans,90,104
9406,2015-11-20,Knicks,Thunder,93,90
9407,2015-11-20,Jazz,Mavericks,93,102
9408,2015-11-20,Suns,Nuggets,114,107
9409,2015-11-20,Clippers,Trail Blazers,91,102
9410,2015-11-20,Bulls,Warriors,94,106
9411,2015-11-20,Raptors,Lakers,102,91
9412,2015-11-21,Kings,Magic,97,91
9413,2015-11-21,Bucks,Pacers,86,123
9414,2015-11-21,Hawks,Cavaliers,97,109
9415,2015-11-21,Wizards,Pistons,97,95
9416,2015-11-21,76ers,Heat,91,96
9417,2015-11-21,Knicks,Rockets,107,102
9418,2015-11-21,Grizzlies,Spurs,82,92
9419,2015-11-22,Raptors,Clippers,91,80
9420,2015-11-22,Celtics,Nets,101,111
9421,2015-11-22,Suns,Pelicans,116,122
9422,2015-11-22,Mavericks,Thunder,114,117
9423,2015-11-22,Warriors,Nuggets,118,105
9424,2015-11-22,Trail Blazers,Lakers,107,93
9425,2015-11-23,Kings,Hornets,122,127
9426,2015-11-23,Magic,Cavaliers,103,117
9427,2015-11-23,Knicks,Heat,78,95
9428,2015-11-23,Pistons,Bucks,88,109
9429,2015-11-23,76ers,Timberwolves,95,100
9430,2015-11-23,Suns,Spurs,84,98
9431,2015-11-23,Thunder,Jazz,111,89
9432,2015-11-24,Pacers,Wizards,123,106
9433,2015-11-24,Celtics,Hawks,97,121
9434,2015-11-24,Mavericks,Grizzlies,96,110
9435,2015-11-24,Clippers,Nuggets,111,94
9436,2015-11-24,Bulls,Trail Blazers,93,88
9437,2015-11-24,Lakers,Warriors,77,111
9438,2015-11-25,Wizards,Hornets,87,101
9439,2015-11-25,Knicks,Magic,91,100
9440,2015-11-25,76ers,Celtics,80,84
9441,2015-11-25,Heat,Pistons,81,104
9442,2015-11-25,Cavaliers,Raptors,99,103
9443,2015-11-25,Grizzlies,Rockets,102,93
9444,2015-11-25,Kings,Bucks,129,118
9445,2015-11-25,Hawks,Timberwolves,95,99
9446,2015-11-25,Nets,Thunder,99,110
9447,2015-11-25,Mavericks,Spurs,83,88
9448,2015-11-25,Pelicans,Suns,120,114
9449,2015-11-25,Jazz,Clippers,102,91
9450,2015-11-27,Cavaliers,Hornets,95,90
9451,2015-11-27,Bucks,Magic,90,114
9452,2015-11-27,Wizards,Celtics,78,111
9453,2015-11-27,Heat,Knicks,97,78
9454,2015-11-27,Bulls,Pacers,92,104
9455,2015-11-27,76ers,Rockets,114,116
9456,2015-11-27,Hawks,Grizzlies,116,101
9457,2015-11-27,Pistons,Thunder,87,103
9458,2015-11-27,Spurs,Nuggets,91,80
9459,2015-11-27,Warriors,Suns,135,116
9460,2015-11-27,Timberwolves,Kings,101,91
9461,2015-11-27,Pelicans,Clippers,90,111
9462,2015-11-28,Raptors,Wizards,84,82
9463,2015-11-28,Nets,Cavaliers,88,90
9464,2015-11-28,Nuggets,Mavericks,81,92
9465,2015-11-28,Hawks,Spurs,88,108
9466,2015-11-28,Pelicans,Jazz,87,101
9467,2015-11-28,Lakers,Trail Blazers,96,108
9468,2015-11-28,Kings,Warriors,101,120
9469,2015-11-29,Bucks,Hornets,82,87
9470,2015-11-29,Timberwolves,Clippers,99,107
9471,2015-11-29,Pistons,Nets,83,87
9472,2015-11-29,Celtics,Magic,91,110
9473,2015-11-29,Suns,Raptors,107,102
9474,2015-11-29,76ers,Grizzlies,84,92
9475,2015-11-29,Rockets,Knicks,116,111
9476,2015-11-29,Pacers,Lakers,107,103
9477,2015-11-30,Rockets,Pistons,105,116
9478,2015-11-30,Celtics,Heat,105,95
9479,2015-11-30,Thunder,Hawks,100,106
9480,2015-11-30,Spurs,Bulls,89,92
9481,2015-11-30,Nuggets,Bucks,74,92
9482,2015-11-30,Warriors,Jazz,106,103
9483,2015-11-30,Mavericks,Kings,98,112
9484,2015-11-30,Trail Blazers,Clippers,87,102
9485,2015-12-01,Wizards,Cavaliers,97,85
9486,2015-12-01,Lakers,76ers,91,103
9487,2015-12-01,Suns,Nets,91,94
9488,2015-12-01,Magic,Timberwolves,96,93
9489,2015-12-01,Grizzlies,Pelicans,113,104
9490,2015-12-01,Mavericks,Trail Blazers,115,112
9491,2015-12-02,Warriors,Hornets,116,99
9492,2015-12-02,Lakers,Wizards,108,104
9493,2015-12-02,Suns,Pistons,122,127
9494,2015-12-02,76ers,Knicks,87,99
9495,2015-12-02,Raptors,Hawks,96,86
9496,2015-12-02,Nuggets,Bulls,90,99
9497,2015-12-02,Pelicans,Rockets,101,108
9498,2015-12-02,Bucks,Spurs,70,95
9499,2015-12-02,Pacers,Clippers,103,91
9500,2015-12-03,Thunder,Heat,95,97
9501,2015-12-03,Nuggets,Raptors,106,105
9502,2015-12-03,Magic,Jazz,103,94
9503,2015-12-03,Spurs,Grizzlies,103,83
9504,2015-12-03,Pacers,Trail Blazers,111,123
9505,2015-12-03,Celtics,Kings,114,97
9506,2015-12-04,Nets,Knicks,91,108
9507,2015-12-04,Suns,Wizards,106,109
9508,2015-12-04,Bucks,Pistons,95,102
9509,2015-12-04,Lakers,Hawks,87,100
9510,2015-12-04,Rockets,Mavericks,100,96
9511,2015-12-04,Cavaliers,Pelicans,108,114
9512,2015-12-05,Nuggets,76ers,108,105
9513,2015-12-05,Warriors,Raptors,112,109
9514,2015-12-05,Cavaliers,Heat,84,99
9515,2015-12-05,Hornets,Bulls,102,96
9516,2015-12-05,Kings,Rockets,113,120
9517,2015-12-05,Trail Blazers,Timberwolves,109,103
9518,2015-12-05,Knicks,Bucks,91,106
9519,2015-12-05,Celtics,Spurs,105,108
9520,2015-12-05,Pacers,Jazz,119,122
9521,2015-12-05,Magic,Clippers,101,103
9522,2015-12-06,Suns,Grizzlies,93,95
9523,2015-12-06,Warriors,Nets,114,98
9524,2015-12-06,Lakers,Pistons,91,111
9525,2015-12-06,Mavericks,Wizards,116,104
9526,2015-12-06,Kings,Thunder,95,98
9527,2015-12-07,Pistons,Hornets,84,104
9528,2015-12-07,Spurs,76ers,119,68
9529,2015-12-07,Wizards,Heat,114,103
9530,2015-12-07,Mavericks,Knicks,104,97
9531,2015-12-07,Lakers,Raptors,93,102
9532,2015-12-07,Suns,Bulls,103,101
9533,2015-12-07,Trail Blazers,Bucks,88,90
9534,2015-12-07,Clippers,Timberwolves,110,106
9535,2015-12-07,Celtics,Pelicans,111,93
9536,2015-12-08,Trail Blazers,Cavaliers,100,105
9537,2015-12-08,Warriors,Pacers,131,123
9538,2015-12-08,Rockets,Nets,105,110
9539,2015-12-08,Thunder,Grizzlies,125,88
9540,2015-12-08,Magic,Nuggets,85,74
9541,2015-12-08,Jazz,Kings,106,114
9542,2015-12-09,Bulls,Celtics,100,105
9543,2015-12-09,Heat,Hornets,81,99
9544,2015-12-09,Rockets,Wizards,109,103
9545,2015-12-09,Grizzlies,Pistons,93,92
9546,2015-12-09,Spurs,Raptors,94,97
9547,2015-12-09,Clippers,Bucks,109,95
9548,2015-12-09,Lakers,Timberwolves,122,123
9549,2015-12-09,Magic,Suns,104,107
9550,2015-12-09,Knicks,Jazz,85,106
9551,2015-12-09,Hawks,Mavericks,98,95
9552,2015-12-10,76ers,Nets,91,100
9553,2015-12-10,Clippers,Bulls,80,83
9554,2015-12-10,Hawks,Thunder,94,107
9555,2015-12-10,Knicks,Kings,97,99
9556,2015-12-11,Heat,Pacers,83,96
9557,2015-12-11,Cavaliers,Magic,111,76
9558,2015-12-11,Pistons,76ers,107,95
9559,2015-12-11,Warriors,Celtics,124,119
9560,2015-12-11,Bucks,Raptors,83,90
9561,2015-12-11,Hornets,Grizzlies,123,99
9562,2015-12-11,Wizards,Pelicans,105,107
9563,2015-12-11,Timberwolves,Nuggets,108,111
9564,2015-12-11,Thunder,Jazz,94,90
9565,2015-12-11,Lakers,Spurs,87,109
9566,2015-12-11,Trail Blazers,Suns,106,96
9567,2015-12-12,Clippers,Nets,105,100
9568,2015-12-12,Celtics,Hornets,98,93
9569,2015-12-12,Pacers,Pistons,96,118
9570,2015-12-12,Spurs,Hawks,103,78
9571,2015-12-12,Pelicans,Bulls,94,98
9572,2015-12-12,Lakers,Rockets,97,126
9573,2015-12-12,Wizards,Mavericks,114,111
9574,2015-12-12,Warriors,Bucks,95,108
9575,2015-12-12,Knicks,Trail Blazers,112,110
9576,2015-12-13,Timberwolves,Suns,101,108
9577,2015-12-13,Grizzlies,Heat,97,100
9578,2015-12-13,76ers,Raptors,76,96
9579,2015-12-13,Jazz,Thunder,98,104
9580,2015-12-14,Raptors,Pacers,90,106
9581,2015-12-14,Magic,Nets,105,82
9582,2015-12-14,Clippers,Pistons,105,103
9583,2015-12-14,Heat,Hawks,100,88
9584,2015-12-14,76ers,Bulls,96,115
9585,2015-12-14,Wizards,Grizzlies,95,112
9586,2015-12-14,Suns,Mavericks,94,104
9587,2015-12-14,Jazz,Spurs,81,118
9588,2015-12-14,Rockets,Nuggets,108,114
9589,2015-12-14,Pelicans,Trail Blazers,101,105
9590,2015-12-15,Cavaliers,Celtics,89,77
9591,2015-12-15,Nuggets,Timberwolves,112,100
9592,2015-12-15,Rockets,Kings,97,107
9593,2015-12-15,Bucks,Lakers,95,113
9594,2015-12-16,Mavericks,Pacers,81,107
9595,2015-12-16,Hornets,Magic,98,113
9596,2015-12-16,Heat,Nets,104,98
9597,2015-12-16,Celtics,Pistons,116,119
9598,2015-12-16,Timberwolves,Knicks,102,107
9599,2015-12-16,76ers,Hawks,106,127
9600,2015-12-16,Grizzlies,Bulls,85,98
9601,2015-12-16,Trail Blazers,Thunder,90,106
9602,2015-12-16,Wizards,Spurs,95,114
9603,2015-12-16,Pelicans,Jazz,104,94
9604,2015-12-16,Suns,Warriors,103,128
9605,2015-12-16,Bucks,Clippers,90,103
9606,2015-12-17,Raptors,Hornets,99,109
9607,2015-12-17,Thunder,Cavaliers,100,104
9608,2015-12-17,Rockets,Lakers,107,87
9609,2015-12-18,Nets,Pacers,97,104
9610,2015-12-18,Trail Blazers,Magic,94,102
9611,2015-12-18,Knicks,76ers,107,97
9612,2015-12-18,Hawks,Celtics,109,101
9613,2015-12-18,Raptors,Heat,108,94
9614,2015-12-18,Pistons,Bulls,147,144
9615,2015-12-18,Kings,Timberwolves,95,99
9616,2015-12-18,Clippers,Spurs,107,115
9617,2015-12-18,Grizzlies,Mavericks,88,97
9618,2015-12-18,Nuggets,Jazz,88,97
9619,2015-12-18,Pelicans,Suns,88,104
9620,2015-12-18,Bucks,Warriors,112,121
9621,2015-12-19,Lakers,Thunder,78,118
9622,2015-12-19,Hornets,Wizards,101,109
9623,2015-12-19,Bulls,Knicks,91,107
9624,2015-12-19,Clippers,Rockets,97,107
9625,2015-12-19,Pacers,Grizzlies,84,96
9626,2015-12-20,Timberwolves,Nets,100,85
9627,2015-12-20,Trail Blazers,Heat,109,116
9628,2015-12-20,76ers,Cavaliers,86,108
9629,2015-12-20,Bucks,Suns,101,95
9630,2015-12-20,Hawks,Magic,103,100
9631,2015-12-20,Kings,Raptors,104,94
9632,2015-12-20,Pelicans,Nuggets,130,125
